"Farm Name","State","City","location","lat","lon"
"Yellow Birch Farm","Maine","Deer Isle","Maine, Deer Isle",44.2662477,-68.6727634
"Rock Maple Farm","Maine","Dover-Foxcroft","Maine, Dover-Foxcroft",45.1833421,-69.2270821
"Clayfield Farm","Maine","East Blue Hill","Maine, East Blue Hill",44.4171827,-68.5216068
"Shipmast Farm","Maine","Eliot","Maine, Eliot",43.1531427,-70.8000544
"All About The Honey","Maine","Farmington","Maine, Farmington",44.6704998,-70.1512169
"Khadighar Farm","Maine","Farmington","Maine, Farmington",44.6704998,-70.1512169
"July Farm","Maine","Fryeburg","Maine, Fryeburg",44.0213558,-70.9749067
"Andrews Farm","Maine","Gardiner","Maine, Gardiner",44.2300698,-69.7753222
"Butting Heads Farm","Maine","Gardiner","Maine, Gardiner",44.2300698,-69.7753222
"Star Farm","Maine","Georgetown","Maine, Georgetown",43.8220295,-69.7175366
"Findview Farm","Maine","Gorham","Maine, Gorham",43.6797054,-70.4429309
"Dynamic Farm","Maine","Greenbush","Maine, Greenbush",45.0803409,-68.6508635
"Omand's Organics","Maine","Greenbush","Maine, Greenbush",45.0803409,-68.6508635
"Dunham Farm","Maine","Greenwood","Maine, Greenwood",44.3184011,-70.6508978
"Bristol's Redbird Farm","Maine","Harrington","Maine, Harrington",44.619261,-67.8108259
"Sweet Ass Farm","Maine","Holden","Maine, Holden",44.749592,-68.6490138
"VA JO WA Maple","Maine","Island Falls","Maine, Island Falls",46.0092191,-68.2714149
"Common Hill Farm","Maine","Jackson","Maine, Jackson",44.6147933,-69.1208748
"Mainely Peeps","Maine","Lee","Maine, Lee",45.3600615,-68.2864076
"Robbin's Roost","Maine","Lee","Maine, Lee",45.3600615,-68.2864076
"Levesque’s Organic farm","Maine","Leeds","Maine, Leeds",44.3034024,-70.1194984
"Hussein Muktar’s Family Farm","Maine","Lewiston","Maine, Lewiston",44.100351,-70.2147764
"Rare Berry Farm","Maine","Limington","Maine, Limington",43.7317442,-70.7108924
"Continuous Harmony Farm","Maine","Lincolnville","Maine, Lincolnville",44.281176,-69.0086229
"Grown Heeya","Maine","Lyman","Maine, Lyman",43.5050963,-70.6379682
"William Neal Farms","Maine","Mars Hill","Maine, Mars Hill",46.5153817,-67.8661131
"Whispering Winds Farm","Maine","Mechanic Falls","Maine, Mechanic Falls",44.1117418,-70.3917985
"Wyndswept Farm","Maine","Milbridge","Maine, Milbridge",44.538475,-67.8827911
"Farmetta Farm","Maine","Morrill","Maine, Morrill",44.4431297,-69.1492059
"Moscow Maple","Maine","Moscow","Maine, Moscow",45.0713866,-69.8910751
"Raydic Farm","Maine","Mount Vernon","Maine, Mount Vernon",44.5010517,-69.9860031
"Acker's Acres Angoras","Maine","New Gloucester","Maine, New Gloucester",43.962853,-70.2825536
"Firefly Hill Farm","Maine","New Gloucester","Maine, New Gloucester",43.962853,-70.2825536
"Five Corners Farm","Maine","New Sharon","Maine, New Sharon",44.6393784,-70.0154885
"Straws Farm","Maine","Newcastle","Maine, Newcastle",44.0365242,-69.5386186
"Harris Turkey Farm","Maine","Newfield","Maine, Newfield",43.6481341,-70.8470062
"All in Thyme Farm","Maine","Newport","Maine, Newport",44.8370741,-69.2852859
"Smith's U-Pick Blueberries","Maine","Norridgewock","Maine, Norridgewock",44.7129519,-69.789175
"Riverside Farm Stand & Greenhouse","Maine","North Berwick","Maine, North Berwick",43.3056051,-70.7385011
"Blue Fire Farm","Maine","North Yarmouth","Maine, North Yarmouth",43.85735,-70.2388706
"Moon Dog Farm","Maine","Norway","Maine, Norway",44.2129856,-70.5400085
"Loud Dog Farm","Maine","Orrington","Maine, Orrington",44.7209219,-68.7887448
"Otisfield Organics","Maine","Otisfield","Maine, Otisfield",44.0773248,-70.5494103
"Bradstreet Farm","Maine","Palermo","Maine, Palermo",44.4059902,-69.4672352
"Haskell and Daughter Beef","Maine","Palermo","Maine, Palermo",44.4059902,-69.4672352
"Wet Cellar Farm","Maine","Palermo","Maine, Palermo",44.4059902,-69.4672352
"Meadowfalls Farm","Maine","Parsonsfield","Maine, Parsonsfield",43.7270214,-70.9286755
"Bald Mountain Botanicals","Maine","Penobscot Bay","Maine, Penobscot Bay",44.1873019,-68.921144
"Snakeroot Organic Farm","Maine","Pittsfield","Maine, Pittsfield",44.783103,-69.3820972
"Morton Brook Ranch","Maine","Pittston","Maine, Pittston",44.2233319,-69.7562334
"Community Mushroom Farm","Maine","Plymouth","Maine, Plymouth",44.7672891,-69.2103252
"Attwood Farm","Maine","Poland","Maine, Poland",44.0606281,-70.3936675
"Maine Mountain Maple","Maine","Rangeley","Maine, Rangeley",44.9656821,-70.6427102
"R&L Berry Farm","Maine","Readfield","Maine, Readfield",44.3878453,-69.9667188
"The Knight Farm","Maine","Readfield","Maine, Readfield",44.3878453,-69.9667188
"Wandering Maiden Farm","Maine","Readfield","Maine, Readfield",44.3878453,-69.9667188
"Tenderwild Farm","Maine","Rockport","Maine, Rockport",44.1910592,-69.079469
"No View Farm","Maine","Rumford","Maine, Rumford",44.5539111,-70.5510382
"McDougal Orchards","Maine","Sanford","Maine, Sanford",43.438809,-70.7750575
"Front Porch Farm","Maine","Shapleigh","Maine, Shapleigh",43.5401553,-70.8477281
"Wild Thistle Farm","Maine","Somerville","Maine, Somerville",44.3092443,-69.4889674
"3 Level Farm","Maine","South China","Maine, South China",44.3949791,-69.5709229
"Tilton’s Heritage Pastures","Maine","Springfield","Maine, Springfield",45.376663,-68.1562304
"Mousam Valley Mushrooms","Maine","Springvale","Maine, Springvale",43.4667484,-70.7936699
"Bittersweet Heritage Farm","Maine","St. George","Maine, St. George",43.9660325,-69.2126555
"Saco River Farms","Maine","Steep Falls","Maine, Steep Falls",43.7934433,-70.6507352
"Fly Away Farm","Maine","Stow","Maine, Stow",44.160623,-70.9850708
"Full Circle Farm Maine","Maine","Vassalboro","Maine, Vassalboro",44.4588807,-69.6777605
"Belgacres","Maine","Waldoboro","Maine, Waldoboro",44.0952725,-69.3756017
"Greener Days Farm","Maine","Waldoboro","Maine, Waldoboro",44.0952725,-69.3756017
"Meadowcroft Farm","Maine","Washington","Maine, Washington",44.2735583,-69.3676576
"Baker Hill Bees & Gardens","Maine","Waterford","Maine, Waterford",44.1932639,-70.7091738
"Mid-Maine Permaculture","Maine","Waterville","Maine, Waterville",44.5520105,-69.6317121
"Blue Vue Enterprise","Maine","Weld","Maine, Weld",44.6986707,-70.4214542
"Fairytail Fuzzies Farm","Maine","Wells","Maine, Wells",43.3222329,-70.5805209
"Cooper's Maple Products","Maine","Windham","Maine, Windham",43.7894183,-70.4083872
"Back Ridge Sugar House","Maine","Winterport","Maine, Winterport",44.6383925,-68.8450048
"Old Mountain Farm","Maine","York","Maine, York",43.1617483,-70.6482581
"Woodlot Farm","Maine","York","Maine, York",43.1617483,-70.6482581
"Zach’s Farm","Maine","York","Maine, York",43.1617483,-70.6482581
"Twitterpated Acre","Maryland","Abell","Maryland, Abell",38.2542959,-76.7435779
"Deer Creek Apiaries","Maryland","Abingdon","Maryland, Abingdon",39.4622357,-76.2772223
"Flower Hill Farm","Maryland","Annapolis","Maryland, Annapolis",38.9784453,-76.4921829
"Blueberry Gardens","Maryland","Ashton","Maryland, Ashton",39.1492912,-77.0123464
"Tanglewood Flower Farm","Maryland","Ashton","Maryland, Ashton",39.1492912,-77.0123464
"Hazel Creek Farm LLC","Maryland","Avenue","Maryland, Avenue",32.7763535,-117.0387819
"Hybridoma Organic Fruit Farm","Maryland","Baldwin","Maryland, Baldwin",39.494829,-76.470242
"A.M. Root Apiary","Maryland","Baltimore","Maryland, Baltimore",39.2903848,-76.6121893
"Golden Girls Apiary and Chicken Coop","Maryland","Baltimore","Maryland, Baltimore",39.2903848,-76.6121893
"Gratitude Garden","Maryland","Baltimore","Maryland, Baltimore",39.2903848,-76.6121893
"The Black Butterfly Urban Farmer Academy","Maryland","Baltimore","Maryland, Baltimore",39.2903848,-76.6121893
"The Greener Garden","Maryland","Baltimore","Maryland, Baltimore",39.2903848,-76.6121893
"Ree's Bees Apiary","Maryland","Bel Air","Maryland, Bel Air",39.5359406,-76.3482931
"Spiritual Food CSA","Maryland","Bethesda","Maryland, Bethesda",38.984652,-77.0947092
"Apex Bee Company","Maryland","Bethlehem","Maryland, Bethlehem",38.7462124,-75.9442592
"Coastal Bay Farms","Maryland","Bowley's Quarters","Maryland, Bowley's Quarters",39.3256518,-76.3942732
"Star Gazing Farm","Maryland","Boyds","Maryland, Boyds",39.185008,-77.3105963
"Susanna Farm Nursery Inc.","Maryland","Boyds","Maryland, Boyds",39.185008,-77.3105963
"Foxfire Farm","Maryland","Brandywine","Maryland, Brandywine",38.6967833,-76.8477485
"Our Graystone Farm","Maryland","Brookeville","Maryland, Brookeville",39.1806623,-77.0591452
"Victory Chapel Family Farms","Maryland","Bryans Road","Maryland, Bryans Road",38.6271303,-77.0730105
"Wild Heart Farm","Maryland","Callaway","Maryland, Callaway",38.238147,-76.5191273
"Butter Pot Farm","Maryland","Cambridge","Maryland, Cambridge",38.5632868,-76.0785791
"Where Pigs Fly Farm","Maryland","Centreville","Maryland, Centreville",39.0417785,-76.0663334
"Natural Nick's Produce","Maryland","Chillum Gardens","Maryland, Chillum Gardens",38.9592774,-76.9891425
"Hidden Ridge Flowers & Herbs","Maryland","Clarksburg","Maryland, Clarksburg",39.2276461,-77.2520101
"Elements of Nature","Maryland","Clinton","Maryland, Clinton",38.7651145,-76.8983059
"Community Ecology Institute","Maryland","Columbia","Maryland, Columbia",39.2037144,-76.8610462
"Penn Oaks Winery","Maryland","Cooksville","Maryland, Cooksville",39.3176586,-77.0203913
"Betty Bee Queen Company","Maryland","Crumpton","Maryland, Crumpton",39.2390384,-75.9239099
"Red Lion Farm","Maryland","Crumpton","Maryland, Crumpton",39.2390384,-75.9239099
"Cottingham Farm","Maryland","Easton","Maryland, Easton",38.7742826,-76.0763305
"ECO City Farms","Maryland","Edmonston","Maryland, Edmonston",38.9467777,-76.9310853
"Flint Farms","Maryland","Eldersburg","Maryland, Eldersburg",39.4037147,-76.9502567
"Morning Choice Apiary","Maryland","Elkridge","Maryland, Elkridge",39.1978788,-76.7625073
"Fair Hill Apiaries","Maryland","Elkton","Maryland, Elkton",39.6067789,-75.8332718
"Second Chapter Farm & Apiary","Maryland","Elkton","Maryland, Elkton",39.6067789,-75.8332718
"Good Soil Farm LLC","Maryland","Emmitsburg","Maryland, Emmitsburg",39.7045417,-77.3269307
"Redemption Springs","Maryland","Finksburg","Maryland, Finksburg",39.4877635,-76.8893907
"Ambling Brook Farm","Maryland","Frederick","Maryland, Frederick",39.4142688,-77.4105409
"Avocation Farm","Maryland","Frederick","Maryland, Frederick",39.4142688,-77.4105409
"East Side Farm","Maryland","Frederick","Maryland, Frederick",39.4142688,-77.4105409
"Frederick Flower Farm","Maryland","Frederick","Maryland, Frederick",39.4142688,-77.4105409
"Oak Spring Farm","Maryland","Freeland","Maryland, Freeland",39.7048259,-76.6838605
"Three Springs Nursery","Maryland","Gaithersburg","Maryland, Gaithersburg",39.1439689,-77.2016062
"Lehman Apiary","Maryland","Glen Burnie","Maryland, Glen Burnie",39.1626084,-76.6246886
"Fat & Happy Farms","Maryland","Graysonville","Maryland, Graysonville",38.9581686,-76.2102288
"Kinohi Poultry LLC","Maryland","Greensboro","Maryland, Greensboro",38.9737248,-75.8049334
"Brown's Bees","Maryland","Hagerstown","Maryland, Hagerstown",39.6417629,-77.7199932
"Dayze Farm","Maryland","Hagerstown","Maryland, Hagerstown",39.6417629,-77.7199932
"King's Tree Farm","Maryland","Hampstead","Maryland, Hampstead",39.6048253,-76.8499774
"Gelder Farm","Maryland","Havre de Grace","Maryland, Havre de Grace",39.5492792,-76.091617
"Third Way Farm","Maryland","Havre De Grace","Maryland, Havre De Grace",39.5492792,-76.091617
"Hubbard Road Tree Farm","Maryland","Hurlock","Maryland, Hurlock",38.6350523,-75.864396
"Castle Hill Farm","Maryland","Jefferson","Maryland, Jefferson",39.3620902,-77.5319922
"Fox Haven Organic Farm","Maryland","Jefferson","Maryland, Jefferson",39.3620902,-77.5319922
"Peter Vorac","Maryland","Jefferson","Maryland, Jefferson",39.3620902,-77.5319922
"Mountain Heart Farm","Maryland","Kitzmiller","Maryland, Kitzmiller",39.3878758,-79.1822578
"Zekiah Ridge Farm & Flowers","Maryland","La Plata","Maryland, La Plata",38.5292877,-76.9752514
"Walton Apiary","Maryland","Lanham","Maryland, Lanham",38.9614131,-76.8432663
"Berry Daze Farm","Maryland","Lothian","Maryland, Lothian",38.8317815,-76.611351
"McDaniel Honey Farm","Maryland","Manchester","Maryland, Manchester",39.6612134,-76.8849782
"S.D. Farms","Maryland","Massey","Maryland, Massey",39.3098333,-75.825214
"Scarborough Farm","Maryland","Mechanicsville","Maryland, Mechanicsville",38.4421648,-76.7439767
"Keegan Garden","Maryland","Middletown","Maryland, Middletown",39.4437123,-77.5447102
"Sycamore Farm MD","Maryland","Monkton","Maryland, Monkton",39.5781625,-76.6145058
"Rosebud Estates","Maryland","Monrovia","Maryland, Monrovia",39.3572662,-77.2692503
"New Brooklyn Farms","Maryland","Mount Rainier","Maryland, Mount Rainier",38.936433,-76.9609825
"Bee Barn Apiary","Maryland","Mount Savage","Maryland, Mount Savage",39.6956417,-78.8797442
"Gaver Farm","Maryland","Mt. Airy","Maryland, Mt. Airy",39.3762145,-77.154704
"Flourish Flowers","Maryland","Myersville","Maryland, Myersville",39.5051006,-77.5663773
"Next Step Produce","Maryland","Newburg","Maryland, Newburg",38.3773478,-76.9533055
"Caledonia Farm","Maryland","North East","Maryland, North East",39.6001132,-75.9413327
"Cottington Homestead","Maryland","Nottingham","Maryland, Nottingham",39.3698263,-76.4548626
"The Lamb's Quarter","Maryland","Owings","Maryland, Owings",38.7170349,-76.6007915
"Prettyboy Run Farms","Maryland","Parkton","Maryland, Parkton",39.6430963,-76.6582589
"Patuxent Harvest","Maryland","Prince Frederick","Maryland, Prince Frederick",38.5403996,-76.5844017
"Greenwood Creek Nursery Inc.","Maryland","Queenstown","Maryland, Queenstown",38.9906679,-76.1577268
"Black Dog Apiary","Maryland","Rockville","Maryland, Rockville",39.0839973,-77.1527578
"Winding Root Farm","Maryland","Rohrersville","Maryland, Rohrersville",39.4334336,-77.6627688
"Chesapeake Farmery","Maryland","Saint Leonard","Maryland, Saint Leonard",38.4742898,-76.5063419
"Little Hoof Farm","Maryland","Salisbury","Maryland, Salisbury",38.3606736,-75.5993692
"Dragon Bee Company","Maryland","Severna Park","Maryland, Severna Park",39.070388,-76.5452409
"Eicher Family Beekeepers","Maryland","Silver Spring","Maryland, Silver Spring",38.9906657,-77.026088
"Tommy Peppers Market Garden","Maryland","Sparks","Maryland, Sparks",39.5309389,-76.6458043
"Springfield Farm","Maryland","Sparks Glencoe","Maryland, Sparks Glencoe",39.5473962,-76.6735137
"Stark Farms","Maryland","Street","Maryland, Street",39.6689941,-76.3794051
"Crossroads Multi-Farm CSA","Maryland","Takoma Park","Maryland, Takoma Park",38.9778882,-77.0074765
"Fiddler's Green Farm","Maryland","Taneytown","Maryland, Taneytown",39.6578773,-77.1744279
"Loch Raven Apiaries","Maryland","Towson","Maryland, Towson",39.4014955,-76.6019125
"Flying Pigs Farm","Maryland","Union Bridge","Maryland, Union Bridge",39.5689895,-77.176927
"Grazy Days Family Farm","Maryland","Union Bridge","Maryland, Union Bridge",39.5689895,-77.176927
"Deep Roots Farm","Maryland","Upper Marlboro","Maryland, Upper Marlboro",38.8159473,-76.7496909
"Honey Hemp Farms","Maryland","Upper Marlboro","Maryland, Upper Marlboro",38.8159473,-76.7496909
"Quince Blossom Ridge","Maryland","Waldorf","Maryland, Waldorf",38.6265124,-76.9105483
"Gill Hill Flower Farm","Maryland","West Friendship","Maryland, West Friendship",39.3048811,-76.9530598
"Deep Run Pawpaw Orchard","Maryland","Westminster","Maryland, Westminster",39.5753791,-76.9958149
"Faithful Friends Farm","Maryland","Westminster","Maryland, Westminster",39.5753791,-76.9958149
"Falcon Ridge Farm","Maryland","Westminster","Maryland, Westminster",39.5753791,-76.9958149
"Jason’s Garden","Maryland","Westminster","Maryland, Westminster",39.5753791,-76.9958149
"Lucky Lane Farm","Maryland","White Hall","Maryland, White Hall",39.6198067,-76.6290149
"Giovanni’s Organic Farm","Maryland","Woodbine","Maryland, Woodbine",39.3738173,-77.0569038
"Open Barn Farm","Maryland","Woodbine","Maryland, Woodbine",39.3738173,-77.0569038
"San Giovanni’s Organic Farm","Maryland","Woodbine","Maryland, Woodbine",39.3738173,-77.0569038
"Full Well Farm","Massachusetts","Adams","Massachusetts, Adams",42.625118,-73.1189774
"Ancient Ponies Farm","Massachusetts","Amherst","Massachusetts, Amherst",42.3732216,-72.5198537
"Carrot Corner Farm","Massachusetts","Amherst","Massachusetts, Amherst",42.3732216,-72.5198537
"Sunset Farm","Massachusetts","Amherst","Massachusetts, Amherst",42.3732216,-72.5198537
"Hames & Axle Farm","Massachusetts","Ashburnham","Massachusetts, Ashburnham",42.635545,-71.9097394
"Silver Oak Farm","Massachusetts","Ashby","Massachusetts, Ashby",42.6772767,-71.8187139
"Bloom Woolen Yarns","Massachusetts","Ashfield","Massachusetts, Ashfield",42.5264745,-72.788426
"Bug Hill Farm","Massachusetts","Ashfield","Massachusetts, Ashfield",42.5264745,-72.788426
"Growing a Bunch Farm","Massachusetts","Ashfield","Massachusetts, Ashfield",42.5264745,-72.788426
"Sweet Birch Herbals","Massachusetts","Ashfield","Massachusetts, Ashfield",42.5264745,-72.788426
"Whitney Acres Farm","Massachusetts","Ashfield","Massachusetts, Ashfield",42.5264745,-72.788426
"Happy Hollow Farm","Massachusetts","Barre","Massachusetts, Barre",42.422359,-72.104837
"Many Hands Organic Farm","Massachusetts","Barre","Massachusetts, Barre",42.422359,-72.104837
"Mindful Garden Farm","Massachusetts","Barre","Massachusetts, Barre",42.422359,-72.104837
"White Rabbit Farm","Massachusetts","Barre","Massachusetts, Barre",42.422359,-72.104837
"Grown Up Farm","Massachusetts","Belchertown","Massachusetts, Belchertown",42.2800443,-72.4034847
"Phoenix Fruit Farm","Massachusetts","Belchertown","Massachusetts, Belchertown",42.2800443,-72.4034847
"Sentinel Farm","Massachusetts","Belchertown","Massachusetts, Belchertown",42.2800443,-72.4034847
"Heart Beets Farm","Massachusetts","Berkley","Massachusetts, Berkley",41.8459347,-71.0828222
"Balance Rock Farm","Massachusetts","Berlin","Massachusetts, Berlin",42.3812039,-71.6370121
"Eden Trail Farm","Massachusetts","Bernardston","Massachusetts, Bernardston",42.6710048,-72.5483277
"Fiddlers Blue Farm","Massachusetts","Bolton","Massachusetts, Bolton",42.4334258,-71.6078449
"Greenleaf Farm","Massachusetts","Brockton","Massachusetts, Brockton",42.0834335,-71.0183787
"Bent Birch Farm","Massachusetts","Brookfield","Massachusetts, Brookfield",42.2164918,-72.102624
"Allandale Farm Inc.","Massachusetts","Brookline","Massachusetts, Brookline",42.3317642,-71.1211635
"Bay End Farm","Massachusetts","Buzzards Bay","Massachusetts, Buzzards Bay",41.7453829,-70.618087
"Edgewood Cranberries","Massachusetts","Carver","Massachusetts, Carver",41.8900219,-70.7703984
"Fresh Meadows Farm","Massachusetts","Carver","Massachusetts, Carver",41.8900219,-70.7703984
"Orchard Brook Farm","Massachusetts","Charlemont","Massachusetts, Charlemont",42.627862,-72.8698183
"Wilder Brook Farm","Massachusetts","Charlemont","Massachusetts, Charlemont",42.627862,-72.8698183
"Kelso Homestead Farm","Massachusetts","Chester","Massachusetts, Chester",42.2792551,-72.978712
"Bare Roots Farm","Massachusetts","Chesterfield","Massachusetts, Chesterfield",42.3917541,-72.8398172
"Native Earth Teaching Farm","Massachusetts","Chilmark","Massachusetts, Chilmark",41.3431914,-70.7440318
"The Grey Barn and Farm","Massachusetts","Chilmark","Massachusetts, Chilmark",41.3431914,-70.7440318
"Black Thistle Farm","Massachusetts","Clinton","Massachusetts, Clinton",42.4232376,-71.6835888
